"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Gabapentin|Plasma (Peripheral Venous Blood) [µmol/l]"
0,6195,0.465278
0,6210,0.4602487
0,6225,0.4552741
0,6240,0.4503536
0,6255,0.4454866
0,6270,0.4406725
0,6285,0.4359108
0,6300,0.431201
0,6315,0.4265423
0,6330,0.4219344
0,6345,0.4173766
0,6360,0.4128684
0,6375,0.4084093
0,6390,0.4039988
0,6405,0.3996363
0,6420,0.3953213
0,6435,0.3910533
0,6450,0.3868319
0,6465,0.3826564
0,6480,0.3785264
0,6495,0.3744415
0,6510,0.370401
0,6525,0.3664046
0,6540,0.3624518
0,6555,0.358542
0,6570,0.3546748
0,6585,0.3508499
0,6600,0.3470666
0,6615,0.3433246
0,6630,0.3396234
0,6645,0.3359626
0,6660,0.3323417
0,6675,0.3287602
0,6690,0.3252179
0,6705,0.3217142
0,6720,0.3182486
0,6735,0.3148209
0,6750,0.3114306
0,6765,0.3080773
0,6780,0.3047605
0,6795,0.30148
0,6810,0.2982352
0,6825,0.2950258
0,6840,0.2918514
0,6855,0.2887116
0,6870,0.2856061
0,6885,0.2825345
0,6900,0.2794964
0,6915,0.2764914
0,6930,0.2735192
0,6945,0.2705794
0,6960,0.2676717
0,6975,0.2647957
0,6990,0.2619511
0,7005,0.2591375
0,7020,0.2563545
0,7035,0.253602
0,7050,0.2508794
0,7065,0.2481865
0,7080,0.245523
0,7095,0.2428886
0,7110,0.2402828
0,7125,0.2377055
0,7140,0.2351563
0,7155,0.2326348
0,7170,0.2301408
0,7185,0.227674
0,7200,0.2252341
0,7215,0.2228208
0,7230,0.2204338
0,7245,0.2180728
0,7260,0.2157375
0,7275,0.2134276
0,7290,0.2111429
0,7305,0.2088831
0,7320,0.2066479
0,7335,0.2044371
0,7350,0.2022503
0,7365,0.2000873
0,7380,0.1979479
0,7395,0.1958317
0,7410,0.1937386
0,7425,0.1916683
0,7440,0.1896205
0,7455,0.1875949
0,7470,0.1855914
0,7485,0.1836097
0,7500,0.1816496
0,7515,0.1797108
0,7530,0.177793
0,7545,0.1758961
0,7560,0.1740198
0,7575,0.1721639
0,7590,0.1703282
0,7605,0.1685124
0,7620,0.1667164
0,7635,0.1649399
0,7650,0.1631826
0,7665,0.1614445
0,7680,0.1597252
0,7695,0.1580245
0,7710,0.1563424
0,7725,0.1546785
0,7740,0.1530326
0,7755,0.1514046
0,7770,0.1497943
0,7785,0.1482014
0,7800,0.1466258
0,7815,0.1450673
0,7830,0.1435257
0,7845,0.1420008
0,7860,0.1404924
0,7875,0.1390004
0,7890,0.1375245
0,7905,0.1360646
0,7920,0.1346206
0,7935,0.1331921
0,7950,0.1317792
0,7965,0.1303815
0,7980,0.1289989
0,7995,0.1276313
0,8010,0.1262785
0,8025,0.1249404
0,8040,0.1236167
0,8055,0.1223073
0,8070,0.1210121
0,8085,0.1197308
0,8100,0.1184635
0,8115,0.1172098
0,8130,0.1159696
0,8145,0.1147429
0,8160,0.1135293
0,8175,0.1123289
0,8190,0.1111415
0,8205,0.1099668
0,8220,0.1088049
0,8235,0.1076555
0,8250,0.1065184
0,8265,0.1053936
0,8280,0.104281
0,8295,0.1031803
0,8310,0.1020915
0,8325,0.1010145
0,8340,0.09994902
0,8355,0.09889503
0,8370,0.09785239
0,8385,0.09682097
0,8400,0.09580065
0,8415,0.09479132
0,8430,0.09379284
0,8445,0.0928051
0,8460,0.09182799
0,8475,0.09086137
0,8490,0.08990515
0,8505,0.08895921
0,8520,0.08802342
0,8535,0.0870977
0,8550,0.08618191
0,8565,0.08527596
0,8580,0.08437973
0,8595,0.08349311
0,8610,0.08261601
0,8625,0.08174832
0,8640,0.08088994
0,8655,0.08004076
0,8670,0.07920069
0,8685,0.07836962
0,8700,0.07754745
0,8715,0.0767341
0,8730,0.07592945
0,8745,0.07513342
0,8760,0.07434591
0,8775,0.07356683
0,8790,0.07279609
0,8805,0.0720336
0,8820,0.07127926
0,8835,0.07053299
0,8850,0.06979469
0,8865,0.06906429
0,8880,0.06834169
0,8895,0.06762682
0,8910,0.06691958
0,8925,0.06621989
0,8940,0.06552767
0,8955,0.06484284
0,8970,0.06416532
0,8985,0.06349503
0,9000,0.06283189
0,9015,0.06217581
0,9030,0.06152673
0,9045,0.06088458
0,9060,0.06024926
0,9075,0.05962072
0,9090,0.05899886
0,9105,0.05838364
0,9120,0.05777495
0,9135,0.05717275
0,9150,0.05657696
0,9165,0.05598751
0,9180,0.05540432
0,9195,0.05482734
0,9210,0.05425649
0,9225,0.05369171
0,9240,0.05313293
0,9255,0.05258009
0,9270,0.05203312
0,9285,0.05149195
0,9300,0.05095653
0,9315,0.0504268
0,9330,0.04990268
0,9345,0.04938413
0,9360,0.04887107
0,9375,0.04836346
0,9390,0.04786123
0,9405,0.04736431
0,9420,0.04687267
0,9435,0.04638623
0,9450,0.04590495
0,9465,0.04542876
0,9480,0.04495761
0,9495,0.04449144
0,9510,0.04403022
0,9525,0.04357386
0,9540,0.04312234
0,9555,0.04267559
0,9570,0.04223356
0,9585,0.0417962
0,9600,0.04136347
0,9615,0.0409353
0,9630,0.04051166
0,9645,0.04009248
0,9660,0.03967774
0,9675,0.03926737
0,9690,0.03886133
0,9705,0.03845957
0,9720,0.03806205
0,9735,0.03766872
0,9750,0.03727954
0,9765,0.03689445
0,9780,0.03651343
0,9795,0.03613641
0,9810,0.03576337
0,9825,0.03539426
0,9840,0.03502902
0,9855,0.03466764
0,9870,0.03431005
0,9885,0.03395623
0,9900,0.03360612
0,9915,0.0332597
0,9930,0.03291691
0,9945,0.03257773
0,9960,0.03224212
0,9975,0.03191002
0,9990,0.03158142
0,10005,0.03125626
0,10020,0.03093452
0,10035,0.03061615
0,10050,0.03030112
0,10065,0.0299894
0,10080,0.02968094
0,10095,0.02937572
0,10110,0.0290737
0,10125,0.02877484
0,10140,0.02847912
0,10155,0.02818649
0,10170,0.02789692
0,10185,0.02761038
0,10200,0.02732685
1,0,0
1,3,0.002068012
1,6,0.03703783
1,9,0.154223
1,12,0.3822873
1,15,0.7260559
1,18,1.172934
1,21,1.700708
1,24,2.283769
1,27,2.897063
1,30,3.518239
1,33,4.12857
1,36,4.713163
1,39,5.260806
1,42,5.7636
1,45,6.216543
1,48,6.617103
1,51,6.964794
1,54,7.260793
1,57,7.50758
1,60,7.708608
1,63,7.868002
1,66,7.990276
1,69,8.080112
1,72,8.142174
1,75,8.180957
1,78,8.200665
1,81,8.205114
1,84,8.19771
1,87,8.181416
1,90,8.158752
1,93,8.131809
1,96,8.102283
1,99,8.071516
1,102,8.040541
1,105,8.010123
1,108,7.980809
1,111,7.952967
1,114,7.926822
1,117,7.90249
1,120,7.880003
1,135,7.793098
1,150,7.738455
1,165,7.70236
1,180,7.675665
1,195,7.653527
1,210,7.633548
1,225,7.61458
1,240,7.596089
1,255,7.577841
1,270,7.559748
1,285,7.541784
1,300,7.52396
1,315,7.506295
1,330,7.488811
1,345,7.471534
1,360,7.454482
1,375,7.437671
1,390,7.421115
1,405,7.404822
1,420,7.3888
1,435,7.373051
1,450,7.357577
1,465,7.342377
1,480,7.327448
1,495,7.312788
1,510,7.29839
1,525,7.284248
1,540,7.270357
1,555,7.256709
1,570,7.243295
1,585,7.230108
1,600,7.217138
1,615,7.204378
1,630,7.191817
1,645,7.179447
1,660,7.167258
1,675,7.155241
1,690,7.143387
1,705,7.131686
1,720,7.120129
1,735,7.108707
1,750,7.097411
1,765,7.086231
1,780,7.075159
1,795,7.064186
1,810,7.053303
1,825,7.042501
1,840,7.031773
1,855,7.02111
1,870,7.010503
1,885,6.999945
1,900,6.989428
1,915,6.978944
1,930,6.968486
1,945,6.958047
1,960,6.947619
1,975,6.937196
1,990,6.92677
1,1005,6.916336
1,1020,6.905887
1,1035,6.895416
1,1050,6.884917
1,1065,6.874386
1,1080,6.863815
1,1095,6.8532
1,1110,6.842536
1,1125,6.831817
1,1140,6.821037
1,1155,6.810194
1,1170,6.799281
1,1185,6.788295
1,1200,6.777231
1,1215,6.766085
1,1230,6.754853
1,1245,6.743533
1,1260,6.732119
1,1275,6.720609
1,1290,6.709
1,1305,6.697288
1,1320,6.685471
1,1335,6.673545
1,1350,6.661509
1,1365,6.649359
1,1380,6.637095
1,1395,6.624712
1,1410,6.612211
1,1425,6.599588
1,1440,6.586842
1,1455,6.573971
1,1470,6.560974
1,1485,6.547851
1,1500,6.534598
1,1515,6.521216
1,1530,6.507704
1,1545,6.49406
1,1560,6.480285
1,1575,6.466377
1,1590,6.452336
1,1605,6.438162
1,1620,6.423855
1,1635,6.409413
1,1650,6.394839
1,1665,6.38013
1,1680,6.365289
1,1695,6.350314
1,1710,6.335206
1,1725,6.319965
1,1740,6.304593
1,1755,6.28909
1,1770,6.273455
1,1785,6.257691
1,1800,6.241798
1,1815,6.225776
1,1830,6.209627
1,1845,6.193352
1,1860,6.176952
1,1875,6.160427
1,1890,6.14378
1,1905,6.127011
1,1920,6.110122
1,1935,6.093113
1,1950,6.075987
1,1965,6.058745
1,1980,6.041389
1,1995,6.023919
1,2010,6.006337
1,2025,5.988646
1,2040,5.970846
1,2055,5.95294
1,2070,5.934928
1,2085,5.916814
1,2100,5.898598
1,2115,5.880282
1,2130,5.861869
1,2145,5.84336
1,2160,5.824757
1,2175,5.806061
1,2190,5.787275
1,2205,5.768401
1,2220,5.74944
1,2235,5.730395
1,2250,5.711267
1,2265,5.692059
1,2280,5.672771
1,2295,5.653408
1,2310,5.633969
1,2325,5.614458
1,2340,5.594877
1,2355,5.575226
1,2370,5.55551
1,2385,5.535728
1,2400,5.515883
1,2415,5.495979
1,2430,5.476016
1,2445,5.455995
1,2460,5.435921
1,2475,5.415793
1,2490,5.395616
1,2505,5.375389
1,2520,5.355116
1,2535,5.334798
1,2550,5.314437
1,2565,5.294035
1,2580,5.273595
1,2595,5.253118
1,2610,5.232605
1,2625,5.21206
1,2640,5.191483
1,2655,5.170877
1,2670,5.150244
1,2685,5.129584
1,2700,5.108902
1,2715,5.088196
1,2730,5.067471
1,2745,5.046728
1,2760,5.025967
1,2775,5.005192
1,2790,4.984404
1,2805,4.963604
1,2820,4.942795
1,2835,4.921978
1,2850,4.901154
1,2865,4.880325
1,2880,4.859494
1,2895,4.838661
1,2910,4.817828
1,2925,4.796997
1,2940,4.776169
1,2955,4.755346
1,2970,4.734529
1,2985,4.71372
1,3000,4.69292
1,3015,4.672131
1,3030,4.651354
1,3045,4.630591
1,3060,4.609843
1,3075,4.589111
1,3090,4.568397
1,3105,4.547702
1,3120,4.527028
1,3135,4.506375
1,3150,4.485744
1,3165,4.465139
1,3180,4.444558
1,3195,4.424005
1,3210,4.403479
1,3225,4.382982
1,3240,4.362515
1,3255,4.34208
1,3270,4.321677
1,3285,4.301307
1,3300,4.280972
1,3315,4.260673
1,3330,4.24041
1,3345,4.220185
1,3360,4.199999
1,3375,4.179852
1,3390,4.159747
1,3405,4.139682
1,3420,4.11966
1,3435,4.099682
1,3450,4.079748
1,3465,4.059859
1,3480,4.040016
1,3495,4.020219
1,3510,4.000471
1,3525,3.98077
1,3540,3.961119
1,3555,3.941518
1,3570,3.921968
1,3585,3.902468
1,3600,3.883021
1,3615,3.863627
1,3630,3.844286
1,3645,3.825
1,3660,3.805768
1,3675,3.786592
1,3690,3.767471
1,3705,3.748407
1,3720,3.729401
1,3735,3.710452
1,3750,3.691561
1,3765,3.672729
1,3780,3.653956
1,3795,3.635243
1,3810,3.616591
1,3825,3.597999
1,3840,3.579468
1,3855,3.560999
1,3870,3.542593
1,3885,3.524248
1,3900,3.505967
1,3915,3.487749
1,3930,3.469594
1,3945,3.451504
1,3960,3.433477
1,3975,3.415516
1,3990,3.397619
1,4005,3.379788
1,4020,3.362023
1,4035,3.344323
1,4050,3.32669
1,4065,3.309123
1,4080,3.291623
1,4095,3.27419
1,4110,3.256824
1,4125,3.239526
1,4140,3.222295
1,4155,3.205132
1,4170,3.188036
1,4185,3.17101
1,4200,3.154051
1,4215,3.137161
1,4230,3.120339
1,4245,3.103587
1,4260,3.086903
1,4275,3.070289
1,4290,3.053743
1,4305,3.037267
1,4320,3.02086
1,4335,3.004523
1,4350,2.988255
1,4365,2.972057
1,4380,2.955928
1,4395,2.939869
1,4410,2.92388
1,4425,2.90796
1,4440,2.892111
1,4455,2.876331
1,4470,2.860621
1,4485,2.844981
1,4500,2.829411
1,4515,2.813911
1,4530,2.798481
1,4545,2.78312
1,4560,2.767829
1,4575,2.752608
1,4590,2.737457
1,4605,2.722375
1,4620,2.707363
1,4635,2.69242
1,4650,2.677547
1,4665,2.662744
1,4680,2.64801
1,4695,2.633345
1,4710,2.61875
1,4725,2.604223
1,4740,2.589766
1,4755,2.575377
1,4770,2.561058
1,4785,2.546807
1,4800,2.532624
1,4815,2.518511
1,4830,2.504465
1,4845,2.490488
1,4860,2.476579
1,4875,2.462738
1,4890,2.448965
1,4905,2.435259
1,4920,2.421621
1,4935,2.408051
1,4950,2.394548
1,4965,2.381112
1,4980,2.367743
1,4995,2.35444
1,5010,2.341204
1,5025,2.328035
1,5040,2.314932
1,5055,2.301895
1,5070,2.288924
1,5085,2.276019
1,5100,2.26318
1,5115,2.250405
1,5130,2.237696
1,5145,2.225052
1,5160,2.212473
1,5175,2.199959
1,5190,2.187509
1,5205,2.175123
1,5220,2.162801
1,5235,2.150543
1,5250,2.138348
1,5265,2.126217
1,5280,2.11415
1,5295,2.102145
1,5310,2.090203
1,5325,2.078323
1,5340,2.066506
1,5355,2.054751
1,5370,2.043058
1,5385,2.031426
1,5400,2.019856
1,5415,2.008348
1,5430,1.9969
1,5445,1.985513
1,5460,1.974186
1,5475,1.96292
1,5490,1.951714
1,5505,1.940568
1,5520,1.929482
1,5535,1.918455
1,5550,1.907487
1,5565,1.896578
1,5580,1.885728
1,5595,1.874936
1,5610,1.864202
1,5625,1.853527
1,5640,1.842909
1,5655,1.832349
1,5670,1.821846
1,5685,1.8114
1,5700,1.80101
1,5715,1.790678
1,5730,1.780401
1,5745,1.770181
1,5760,1.760017
1,5775,1.749908
1,5790,1.739854
1,5805,1.729856
1,5820,1.719913
1,5835,1.710024
1,5850,1.700189
1,5865,1.690409
1,5880,1.680682
1,5895,1.67101
1,5910,1.66139
1,5925,1.651824
1,5940,1.64231
1,5955,1.63285
1,5970,1.623441
1,5985,1.614085
1,6000,1.604781
1,6015,1.595529
1,6030,1.586328
1,6045,1.577178
1,6060,1.568079
1,6075,1.559031
1,6090,1.550034
1,6105,1.541086
1,6120,1.532189
1,6135,1.523342
1,6150,1.514544
1,6165,1.505795
1,6180,1.497095
1,6195,1.488444
1,6210,1.479842
1,6225,1.471288
1,6240,1.462782
1,6255,1.454324
1,6270,1.445914
1,6285,1.43755
1,6300,1.429235
1,6315,1.420966
1,6330,1.412743
1,6345,1.404567
1,6360,1.396438
1,6375,1.388354
1,6390,1.380316
1,6405,1.372323
1,6420,1.364376
1,6435,1.356474
1,6450,1.348617
1,6465,1.340804
1,6480,1.333035
1,6495,1.325311
1,6510,1.317631
1,6525,1.309994
1,6540,1.302401
1,6555,1.29485
1,6570,1.287343
1,6585,1.279879
1,6600,1.272457
1,6615,1.265078
1,6630,1.25774
1,6645,1.250445
1,6660,1.243191
1,6675,1.235978
1,6690,1.228807
1,6705,1.221677
1,6720,1.214588
1,6735,1.207539
1,6750,1.20053
1,6765,1.193562
1,6780,1.186633
1,6795,1.179744
1,6810,1.172895
1,6825,1.166085
1,6840,1.159314
1,6855,1.152582
1,6870,1.145889
1,6885,1.139233
1,6900,1.132617
1,6915,1.126038
1,6930,1.119497
1,6945,1.112994
1,6960,1.106528
1,6975,1.100099
1,6990,1.093707
1,7005,1.087352
1,7020,1.081034
1,7035,1.074752
1,7050,1.068506
1,7065,1.062296
1,7080,1.056122
1,7095,1.049984
1,7110,1.043881
1,7125,1.037813
1,7140,1.03178
1,7155,1.025782
1,7170,1.019819
1,7185,1.01389
1,7200,1.007995
1,7215,1.002135
1,7230,0.9963079
1,7245,0.9905149
1,7260,0.9847553
1,7275,0.9790291
1,7290,0.9733359
1,7305,0.9676757
1,7320,0.9620482
1,7335,0.9564533
1,7350,0.9508908
1,7365,0.9453605
1,7380,0.9398622
1,7395,0.9343957
1,7410,0.9289609
1,7425,0.9235576
1,7440,0.9181856
1,7455,0.9128447
1,7470,0.9075348
1,7485,0.9022557
1,7500,0.8970072
1,7515,0.8917891
1,7530,0.8866013
1,7545,0.8814435
1,7560,0.8763157
1,7575,0.8712176
1,7590,0.8661491
1,7605,0.8611101
1,7620,0.8561003
1,7635,0.8511195
1,7650,0.8461677
1,7665,0.8412446
1,7680,0.8363502
1,7695,0.8314841
1,7710,0.8266463
1,7725,0.8218367
1,7740,0.8170549
1,7755,0.812301
1,7770,0.8075747
1,7785,0.8028758
1,7800,0.7982043
1,7815,0.7935599
1,7830,0.7889425
1,7845,0.784352
1,7860,0.7797881
1,7875,0.7752509
1,7890,0.7707399
1,7905,0.7662553
1,7920,0.7617967
1,7935,0.757364
1,7950,0.7529571
1,7965,0.7485759
1,7980,0.7442201
1,7995,0.7398897
1,8010,0.7355846
1,8025,0.7313044
1,8040,0.7270492
1,8055,0.7228187
1,8070,0.7186129
1,8085,0.7144315
1,8100,0.7102745
1,8115,0.7061417
1,8130,0.702033
1,8145,0.6979482
1,8160,0.6938871
1,8175,0.6898497
1,8190,0.6858358
1,8205,0.6818454
1,8220,0.6778781
1,8235,0.673934
1,8250,0.6700128
1,8265,0.6661144
1,8280,0.6622388
1,8295,0.6583858
1,8310,0.6545551
1,8325,0.6507469
1,8340,0.6469608
1,8355,0.6431968
1,8370,0.6394547
1,8385,0.6357343
1,8400,0.6320357
1,8415,0.6283587
1,8430,0.624703
1,8445,0.6210687
1,8460,0.6174555
1,8475,0.6138634
1,8490,0.6102922
1,8505,0.6067418
1,8520,0.6032122
1,8535,0.5997031
1,8550,0.5962145
1,8565,0.5927461
1,8580,0.5892981
1,8595,0.5858701
1,8610,0.5824621
1,8625,0.5790739
1,8640,0.5757055
1,8655,0.5723568
1,8670,0.5690275
1,8685,0.5657177
1,8700,0.5624272
1,8715,0.5591558
1,8730,0.5559036
1,8745,0.5526702
1,8760,0.5494558
1,8775,0.54626
1,8790,0.5430829
1,8805,0.5399243
1,8820,0.5367842
1,8835,0.5336623
1,8850,0.5305586
1,8865,0.5274731
1,8880,0.5244055
1,8895,0.5213558
1,8910,0.5183239
1,8925,0.5153096
1,8940,0.512313
1,8955,0.5093338
1,8970,0.506372
1,8985,0.5034274
1,9000,0.5005
1,9015,0.4975897
1,9030,0.4946963
1,9045,0.4918199
1,9060,0.4889601
1,9075,0.4861171
1,9090,0.4832906
1,9105,0.4804806
1,9120,0.477687
1,9135,0.4749097
1,9150,0.4721486
1,9165,0.4694035
1,9180,0.4666745
1,9195,0.4639614
1,9210,0.4612641
1,9225,0.4585825
1,9240,0.4559165
