"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Atenolol|Whole Blood (Peripheral Venous Blood) [µmol/l]"
5,195,1.918269
5,210,1.860898
5,225,1.813802
5,240,1.775463
5,255,1.744055
5,270,1.717927
5,285,1.695755
5,300,1.676537
5,315,1.659538
5,330,1.644226
5,345,1.63022
5,360,1.617241
5,375,1.605087
5,390,1.593606
5,405,1.582685
5,420,1.572235
5,435,1.562189
5,450,1.552493
5,465,1.543102
5,480,1.53398
5,495,1.5251
5,510,1.516435
5,525,1.507966
5,540,1.499675
5,555,1.491548
5,570,1.483571
5,585,1.475734
5,600,1.468028
5,615,1.460443
5,630,1.452973
5,645,1.445612
5,660,1.438353
5,675,1.431191
5,690,1.424122
5,705,1.417141
5,720,1.410245
5,735,1.403429
5,750,1.396691
5,765,1.390027
5,780,1.383435
5,795,1.376912
5,810,1.370454
5,825,1.364061
5,840,1.357728
5,855,1.351455
5,870,1.345238
5,885,1.339077
5,900,1.332968
5,915,1.32691
5,930,1.320901
5,945,1.314939
5,960,1.309023
5,975,1.30315
5,990,1.29732
5,1005,1.29153
5,1020,1.285779
5,1035,1.280065
5,1050,1.274388
5,1065,1.268745
5,1080,1.263135
5,1095,1.257558
5,1110,1.25201
5,1125,1.246493
5,1140,1.241003
5,1155,1.235541
5,1170,1.230104
5,1185,1.224692
5,1200,1.219304
5,1215,1.213939
5,1230,1.208596
5,1245,1.203273
5,1260,1.19797
5,1275,1.192686
5,1290,1.18742
5,1305,1.182172
5,1320,1.17694
5,1335,1.171724
5,1350,1.166523
5,1365,1.161337
5,1380,1.156164
5,1395,1.151004
5,1410,1.145857
5,1425,1.140722
5,1440,1.135598
6,0,0
6,3,2.587616E-07
6,6,1.507131E-05
6,9,0.0001619932
6,12,0.0008897324
6,15,0.003222279
6,18,0.008805617
6,21,0.01971727
6,24,0.03813796
6,27,0.06601338
6,30,0.1047979
6,33,0.155315
6,36,0.2177322
6,39,0.2916237
6,42,0.3760818
6,45,0.4698508
6,48,0.5714593
6,51,0.6793351
6,54,0.7918987
6,57,0.9076306
6,60,1.025118
6,63,1.14308
6,66,1.260385
6,69,1.376045
6,72,1.489216
6,75,1.599185
6,78,1.705359
6,81,1.807252
6,84,1.904472
6,87,1.996707
6,90,2.08372
6,93,2.165332
6,96,2.241423
6,99,2.311916
6,102,2.37678
6,105,2.436022
6,108,2.489684
6,111,2.53784
6,114,2.580597
6,117,2.618088
6,120,2.650476
6,135,2.743184
6,150,2.74443
6,165,2.689978
6,180,2.611187
6,195,2.529079
6,210,2.45429
6,225,2.39031
6,240,2.33687
6,255,2.292254
6,270,2.254504
6,285,2.221907
6,300,2.193125
6,315,2.167166
6,330,2.143317
6,345,2.121073
6,360,2.100075
6,375,2.080066
6,390,2.06086
6,405,2.042321
6,420,2.024346
6,435,2.006856
6,450,1.98979
6,465,1.973101
6,480,1.956747
6,495,1.940699
6,510,1.924929
6,525,1.909416
6,540,1.894142
6,555,1.87909
6,570,1.864248
6,585,1.849605
6,600,1.83515
6,615,1.820876
6,630,1.806775
6,645,1.79284
6,660,1.779066
6,675,1.765447
6,690,1.75198
6,705,1.738659
6,720,1.725482
6,735,1.712444
6,750,1.699543
6,765,1.686775
6,780,1.674139
6,795,1.66163
6,810,1.649248
6,825,1.636988
6,840,1.62485
6,855,1.612832
6,870,1.60093
6,885,1.589143
6,900,1.57747
6,915,1.565908
6,930,1.554455
6,945,1.54311
6,960,1.531872
6,975,1.520738
6,990,1.509706
6,1005,1.498776
6,1020,1.487946
6,1035,1.477213
6,1050,1.466577
6,1065,1.456036
6,1080,1.445589
6,1095,1.435235
6,1110,1.424971
6,1125,1.414796
6,1140,1.40471
6,1155,1.394711
6,1170,1.384797
6,1185,1.374968
6,1200,1.365222
6,1215,1.355557
6,1230,1.345974
6,1245,1.336469
6,1260,1.327044
6,1275,1.317695
6,1290,1.308422
6,1305,1.299225
6,1320,1.290101
6,1335,1.281051
6,1350,1.272072
6,1365,1.263165
6,1380,1.254327
6,1395,1.245558
6,1410,1.236857
6,1425,1.228223
6,1440,1.219656
7,0,0
7,3,7.592373E-07
7,6,3.17658E-05
7,9,0.0002175293
7,12,0.000804737
7,15,0.002193489
7,18,0.004961897
7,21,0.00986375
7,24,0.01779684
7,27,0.02974858
7,30,0.04672852
7,33,0.06969825
7,36,0.09950763
7,39,0.1368444
7,42,0.1822003
7,45,0.2358538
7,48,0.2978698
7,51,0.3681118
7,54,0.4462634
7,57,0.5318576
7,60,0.6243069
7,63,0.7229358
7,66,0.8270101
7,69,0.9357642
7,72,1.048424
7,75,1.164226
7,78,1.282434
7,81,1.402344
7,84,1.523302
7,87,1.6447
7,90,1.765983
7,93,1.886647
7,96,2.006241
7,99,2.124362
7,102,2.240654
7,105,2.354805
7,108,2.466542
7,111,2.575629
7,114,2.681861
7,117,2.785066
7,120,2.885095
7,135,3.333942
7,150,3.692146
7,165,3.958543
7,180,4.137589
7,195,4.238607
7,210,4.275058
7,225,4.262897
7,240,4.218141
7,255,4.154596
7,270,4.082598
7,285,4.008927
7,300,3.937474
7,315,3.870121
7,330,3.807515
7,345,3.749622
7,360,3.696075
7,375,3.646379
7,390,3.600018
7,405,3.556507
7,420,3.515414
7,435,3.47637
7,450,3.43906
7,465,3.403224
7,480,3.368646
7,495,3.335149
7,510,3.302588
7,525,3.270844
7,540,3.23982
7,555,3.209437
7,570,3.179629
7,585,3.150343
7,600,3.121535
7,615,3.093168
7,630,3.065211
7,645,3.037639
7,660,3.010432
7,675,2.98357
7,690,2.957038
7,705,2.930824
7,720,2.904915
7,735,2.879302
7,750,2.853976
7,765,2.82893
7,780,2.804157
7,795,2.779649
7,810,2.755403
7,825,2.731411
7,840,2.707671
7,855,2.684177
7,870,2.660925
7,885,2.637911
7,900,2.615131
7,915,2.592582
7,930,2.57026
7,945,2.548163
7,960,2.526286
7,975,2.504627
7,990,2.483183
7,1005,2.461951
7,1020,2.440928
7,1035,2.42011
7,1050,2.399497
7,1065,2.379084
7,1080,2.358869
7,1095,2.33885
7,1110,2.319024
7,1125,2.299389
7,1140,2.279942
7,1155,2.26068
7,1170,2.241602
7,1185,2.222706
7,1200,2.203988
7,1215,2.185447
7,1230,2.167079
7,1245,2.148885
7,1260,2.13086
7,1275,2.113003
7,1290,2.095313
7,1305,2.077786
7,1320,2.060421
7,1335,2.043216
7,1350,2.026169
7,1365,2.009277
7,1380,1.99254
7,1395,1.975955
7,1410,1.959521
7,1425,1.943236
7,1440,1.927097
8,0,0
8,3,3.248896E-07
8,6,1.487237E-05
8,9,0.0001313741
8,12,0.0006484545
8,15,0.002249273
8,18,0.006089103
8,21,0.01374396
8,24,0.02704379
8,27,0.04784887
8,30,0.07782948
8,33,0.1182916
8,36,0.1700713
8,39,0.2334976
8,42,0.3084137
8,45,0.3942406
8,48,0.4900628
8,51,0.5947233
8,54,0.7069146
8,57,0.8252594
8,60,0.9483758
8,63,1.074926
8,66,1.203654
8,69,1.333404
8,72,1.463136
8,75,1.591926
8,78,1.718966
8,81,1.843559
8,84,1.965106
8,87,2.083101
8,90,2.197119
8,93,2.306805
8,96,2.411869
8,99,2.512071
8,102,2.607222
8,105,2.697171
8,108,2.781804
8,111,2.861039
8,114,2.934823
8,117,3.003128
8,120,3.065953
8,135,3.299499
8,150,3.409339
8,165,3.420465
8,180,3.366263
8,195,3.279479
8,210,3.184517
8,225,3.095248
8,240,3.017229
8,255,2.951167
8,270,2.895617
8,285,2.848537
8,300,2.807995
8,315,2.772405
8,330,2.740549
8,345,2.711528
8,360,2.684681
8,375,2.659531
8,390,2.635726
8,405,2.613009
8,420,2.591184
8,435,2.570105
8,450,2.549657
8,465,2.529751
8,480,2.510316
8,495,2.491293
8,510,2.472638
8,525,2.454311
8,540,2.436281
8,555,2.418523
8,570,2.401013
8,585,2.383735
8,600,2.366672
8,615,2.349812
8,630,2.333143
8,645,2.316656
8,660,2.300344
8,675,2.284198
8,690,2.268213
8,705,2.252383
8,720,2.236705
8,735,2.221173
8,750,2.205785
8,765,2.190535
8,780,2.175423
8,795,2.160444
8,810,2.145597
8,825,2.130878
8,840,2.116287
8,855,2.10182
8,870,2.087475
8,885,2.073252
8,900,2.059147
8,915,2.04516
8,930,2.031288
8,945,2.01753
8,960,2.003885
8,975,1.990351
8,990,1.976926
8,1005,1.96361
8,1020,1.9504
8,1035,1.937295
8,1050,1.924295
8,1065,1.911397
8,1080,1.8986
8,1095,1.885904
8,1110,1.873307
8,1125,1.860807
8,1140,1.848403
8,1155,1.836095
8,1170,1.823881
8,1185,1.81176
8,1200,1.799731
8,1215,1.787793
8,1230,1.775944
8,1245,1.764184
8,1260,1.752512
8,1275,1.740926
8,1290,1.729426
8,1305,1.71801
8,1320,1.706678
8,1335,1.695428
8,1350,1.684261
8,1365,1.673173
8,1380,1.662166
8,1395,1.651238
8,1410,1.640388
8,1425,1.629615
8,1440,1.618918
9,0,0
9,3,3.174471E-06
9,6,0.0001381398
9,9,0.0009094074
9,12,0.003086768
9,15,0.007528358
9,18,0.0150724
9,21,0.02646796
9,24,0.04233923
9,27,0.06317529
9,30,0.08933461
9,33,0.1210563
9,36,0.1584728
9,39,0.2016207
9,42,0.2504512
9,45,0.3048387
9,48,0.3645888
9,51,0.4294463
9,54,0.499103
9,57,0.5732063
9,60,0.6513677
9,63,0.7331714
9,66,0.8181829
9,69,0.9059575
9,72,0.9960478
9,75,1.088011
9,78,1.181413
9,81,1.275839
9,84,1.370889
9,87,1.46619
9,90,1.561393
9,93,1.656173
9,96,1.750237
9,99,1.843316
9,102,1.935171
9,105,2.025587
9,108,2.114375
9,111,2.201372
9,114,2.286436
9,117,2.369444
9,120,2.450295
9,135,2.819777
9,150,3.128397
9,165,3.37647
9,180,3.567539
9,195,3.706924
9,210,3.80104
9,225,3.857009
9,240,3.882287
9,255,3.884199
9,270,3.869461
9,285,3.843791
9,300,3.81171
9,315,3.77654
9,330,3.740544
9,345,3.705147
9,360,3.671155
9,375,3.638955
9,390,3.608665
9,405,3.580243
9,420,3.553558
9,435,3.528442
9,450,3.504716
9,465,3.482205
9,480,3.460747
9,495,3.4402
9,510,3.420436
9,525,3.401349
9,540,3.382846
9,555,3.364848
9,570,3.347292
9,585,3.330122
9,600,3.313291
9,615,3.296762
9,630,3.280501
9,645,3.264483
9,660,3.248685
9,675,3.233087
9,690,3.217673
9,705,3.20243
9,720,3.187346
9,735,3.172412
9,750,3.157617
9,765,3.142956
9,780,3.128422
9,795,3.114008
9,810,3.09971
9,825,3.085525
9,840,3.071446
9,855,3.057472
9,870,3.043598
9,885,3.029822
9,900,3.016141
9,915,3.002553
9,930,2.989055
9,945,2.975645
9,960,2.962321
9,975,2.94908
9,990,2.935922
9,1005,2.922844
9,1020,2.909845
9,1035,2.896923
9,1050,2.884075
9,1065,2.871302
9,1080,2.858602
9,1095,2.845972
9,1110,2.833412
9,1125,2.82092
9,1140,2.808496
9,1155,2.796137
9,1170,2.783842
9,1185,2.771611
9,1200,2.759442
9,1215,2.747334
9,1230,2.735287
9,1245,2.723298
9,1260,2.711367
9,1275,2.699493
9,1290,2.687675
9,1305,2.675912
9,1320,2.664203
9,1335,2.652547
9,1350,2.640944
9,1365,2.629391
9,1380,2.61789
9,1395,2.606438
9,1410,2.595035
9,1425,2.583681
9,1440,2.572374
10,0,0
10,3,2.112982E-07
10,6,1.203275E-05
10,9,0.0001246394
10,12,0.0006729744
10,15,0.002429653
10,18,0.006662648
10,21,0.0150148
10,24,0.02926615
10,27,0.05107222
10,30,0.0817489
10,33,0.122141
10,36,0.1725771
10,39,0.2328946
10,42,0.3025115
10,45,0.3805222
10,48,0.4657997
10,51,0.5570911
10,54,0.6530957
10,57,0.7525276
10,60,0.8541604
10,63,0.956858
10,66,1.059591
10,69,1.161444
10,72,1.261617
10,75,1.35942
10,78,1.454266
10,81,1.545661
10,84,1.6332
10,87,1.716549
10,90,1.795446
10,93,1.869686
10,96,1.939117
10,99,2.003637
10,102,2.063184
10,105,2.117736
10,108,2.167306
10,111,2.211941
10,114,2.251717
10,117,2.286741
10,120,2.317144
10,135,2.406111
10,150,2.411011
10,165,2.363849
10,180,2.29319
10,195,2.218594
10,210,2.150305
10,225,2.091918
10,240,2.043422
10,255,2.003331
10,270,1.96985
10,285,1.941367
10,300,1.9166
10,315,1.89459
10,330,1.874644
10,345,1.856264
10,360,1.839096
10,375,1.822884
10,390,1.807444
10,405,1.792637
10,420,1.778361
10,435,1.764534
10,450,1.751094
10,465,1.737993
10,480,1.725189
10,495,1.71265
10,510,1.700349
10,525,1.688264
10,540,1.676376
10,555,1.664669
10,570,1.653131
10,585,1.64175
10,600,1.630517
10,615,1.619423
10,630,1.608461
10,645,1.597625
10,660,1.58691
10,675,1.576312
10,690,1.565825
10,705,1.555447
10,720,1.545173
10,735,1.535002
10,750,1.524929
10,765,1.514954
10,780,1.505073
10,795,1.495285
10,810,1.485587
10,825,1.475977
10,840,1.466455
10,855,1.457017
10,870,1.447663
10,885,1.438391
10,900,1.4292
10,915,1.420087
10,930,1.411053
10,945,1.402095
10,960,1.393212
10,975,1.384403
10,990,1.375667
10,1005,1.367002
10,1020,1.358408
10,1035,1.349883
10,1050,1.341426
10,1065,1.333036
10,1080,1.324712
10,1095,1.316453
10,1110,1.308258
10,1125,1.300126
10,1140,1.292056
10,1155,1.284046
10,1170,1.276097
10,1185,1.268207
10,1200,1.260375
10,1215,1.252601
10,1230,1.244883
10,1245,1.23722
10,1260,1.229613
10,1275,1.222059
10,1290,1.214558
10,1305,1.207111
10,1320,1.199714
10,1335,1.192369
10,1350,1.185073
10,1365,1.177828
10,1380,1.17063
10,1395,1.163482
10,1410,1.15638
10,1425,1.149325
10,1440,1.142317
11,0,0
11,3,4.413683E-07
11,6,2.040444E-05
11,9,0.0001870101
11,12,0.0009399743
11,15,0.003251067
11,18,0.008671333
11,21,0.01917101
11,24,0.03685265
11,27,0.0636444
11,30,0.1010507
11,33,0.1500012
11,36,0.2107997
11,39,0.2831562
11,42,0.3662759
11,45,0.4589758
11,48,0.5598139
11,51,0.6672055
11,54,0.7795208
11,57,0.8951631
11,60,1.012624
11,63,1.130521
11,66,1.247614
11,69,1.362817
11,72,1.475194
11,75,1.583952
11,78,1.688431
11,81,1.788093
11,84,1.882506
11,87,1.971331
11,90,2.054318
11,93,2.131285
11,96,2.202117
11,99,2.266758
11,102,2.3252
11,105,2.377486
11,108,2.423697
11,111,2.463958
11,114,2.498427
11,117,2.527298
11,120,2.550797
11,135,2.597425
11,150,2.555993
11,165,2.468493
11,180,2.368388
