"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Gabapentin|Plasma (Peripheral Venous Blood) [µmol/l]"
1,30,2.111971
1,33,2.595499
1,36,3.105685
1,39,3.635877
1,42,4.180062
1,45,4.732895
1,48,5.289696
1,51,5.846408
1,54,6.399559
1,57,6.946197
1,60,7.483847
1,63,8.01045
1,66,8.524315
1,69,9.024068
1,72,9.508616
1,75,9.977114
1,78,10.42892
1,81,10.86358
1,84,11.28081
1,87,11.68043
1,90,12.06241
1,93,12.42682
1,96,12.7738
1,99,13.10361
1,102,13.41651
1,105,13.71288
1,108,13.99313
1,111,14.25768
1,114,14.50704
1,117,14.7417
1,120,14.96221
1,135,15.87195
1,150,16.51233
1,165,16.95015
1,180,17.24188
1,195,17.43113
1,210,17.54941
1,225,17.61847
1,240,17.65304
1,255,17.66312
1,270,17.65552
1,285,17.63505
1,300,17.60509
1,315,17.56812
1,330,17.52597
1,345,17.47997
1,360,17.43112
1,375,17.38019
1,390,17.32775
1,405,17.27423
1,420,17.21995
1,435,17.16517
1,450,17.11007
1,465,17.05481
1,480,16.99949
1,495,16.94421
1,510,16.88902
1,525,16.83397
1,540,16.77912
1,555,16.72447
1,570,16.67006
1,585,16.61591
1,600,16.56202
1,615,16.5084
1,630,16.45506
1,645,16.40201
1,660,16.34923
1,675,16.29674
1,690,16.24454
1,705,16.19261
1,720,16.14096
1,735,16.08959
1,750,16.0385
1,765,15.98767
1,780,15.93711
1,795,15.88681
1,810,15.83676
1,825,15.78697
1,840,15.73743
1,855,15.68813
1,870,15.63907
1,885,15.59024
1,900,15.54165
1,915,15.49328
1,930,15.44513
1,945,15.3972
1,960,15.34948
1,975,15.30197
1,990,15.25466
1,1005,15.20755
1,1020,15.16063
1,1035,15.11391
1,1050,15.06737
1,1065,15.02102
1,1080,14.97484
1,1095,14.92884
1,1110,14.88301
1,1125,14.83735
1,1140,14.79185
1,1155,14.74652
1,1170,14.70134
1,1185,14.65631
1,1200,14.61143
1,1215,14.5667
1,1230,14.52212
1,1245,14.47767
1,1260,14.43336
1,1275,14.38919
1,1290,14.34515
1,1305,14.30124
1,1320,14.25746
1,1335,14.21379
1,1350,14.17026
1,1365,14.12684
1,1380,14.08353
1,1395,14.04035
1,1410,13.99727
1,1425,13.9543
1,1440,13.91145
1,1455,13.86869
1,1470,13.82605
1,1485,13.7835
1,1500,13.74105
1,1515,13.69871
1,1530,13.65646
1,1545,13.6143
1,1560,13.57224
1,1575,13.53027
1,1590,13.48839
1,1605,13.4466
1,1620,13.4049
1,1635,13.36329
1,1650,13.32176
1,1665,13.28032
1,1680,13.23896
1,1695,13.19768
1,1710,13.15648
1,1725,13.11537
1,1740,13.07433
1,1755,13.03337
1,1770,12.99249
1,1785,12.95169
1,1800,12.91096
1,1815,12.87031
1,1830,12.82973
1,1845,12.78923
1,1860,12.74881
1,1875,12.70845
1,1890,12.66817
1,1905,12.62796
1,1920,12.58782
1,1935,12.54776
1,1950,12.50776
1,1965,12.46784
1,1980,12.42799
1,1995,12.38821
1,2010,12.3485
1,2025,12.30886
1,2040,12.26929
1,2055,12.22979
1,2070,12.19035
1,2085,12.15099
1,2100,12.1117
1,2115,12.07248
1,2130,12.03333
1,2145,11.99424
1,2160,11.95523
1,2175,11.91629
1,2190,11.87741
1,2205,11.83861
1,2220,11.79987
1,2235,11.76121
1,2250,11.72261
1,2265,11.68409
1,2280,11.64563
1,2295,11.60725
1,2310,11.56894
1,2325,11.5307
1,2340,11.49253
1,2355,11.45443
1,2370,11.4164
1,2385,11.37844
1,2400,11.34056
1,2415,11.30275
1,2430,11.26501
1,2445,11.22734
1,2460,11.18975
1,2475,11.15223
1,2490,11.11479
1,2505,11.07742
1,2520,11.04012
1,2535,11.0029
1,2550,10.96575
1,2565,10.92868
1,2580,10.89168
1,2595,10.85476
1,2610,10.81791
1,2625,10.78115
1,2640,10.74446
1,2655,10.70784
1,2670,10.67131
1,2685,10.63485
1,2700,10.59847
1,2715,10.56216
1,2730,10.52594
1,2745,10.4898
1,2760,10.45373
1,2775,10.41775
1,2790,10.38184
1,2805,10.34602
1,2820,10.31028
1,2835,10.27461
1,2850,10.23903
1,2865,10.20353
1,2880,10.16811
1,2895,10.13278
1,2910,10.09753
1,2925,10.06236
1,2940,10.02727
1,2955,9.99227
1,2970,9.957351
1,2985,9.922516
1,3000,9.887766
1,3015,9.8531
1,3030,9.81852
1,3045,9.784024
1,3060,9.749614
1,3075,9.71529
1,3090,9.681051
1,3105,9.6469
1,3120,9.612834
1,3135,9.578856
1,3150,9.544965
1,3165,9.51116
1,3180,9.477444
1,3195,9.443814
1,3210,9.410273
1,3225,9.37682
1,3240,9.343455
1,3255,9.310179
1,3270,9.276992
1,3285,9.243894
1,3300,9.210884
1,3315,9.177964
1,3330,9.145134
1,3345,9.112392
1,3360,9.079741
1,3375,9.047181
1,3390,9.01471
1,3405,8.982329
1,3420,8.95004
1,3435,8.91784
1,3450,8.885732
1,3465,8.853714
1,3480,8.821787
1,3495,8.789951
1,3510,8.758206
1,3525,8.726553
1,3540,8.694991
1,3555,8.663521
1,3570,8.632142
1,3585,8.600855
1,3600,8.56966
1,3615,8.538556
1,3630,8.507545
1,3645,8.476625
1,3660,8.445798
1,3675,8.415062
1,3690,8.384419
1,3705,8.353868
1,3720,8.323409
1,3735,8.293042
1,3750,8.262769
1,3765,8.232586
1,3780,8.202497
1,3795,8.1725
1,3810,8.142594
1,3825,8.112782
1,3840,8.083062
1,3855,8.053433
1,3870,8.023898
1,3885,7.994455
1,3900,7.965105
1,3915,7.935846
1,3930,7.90668
1,3945,7.877605
1,3960,7.848624
1,3975,7.819734
1,3990,7.790937
1,4005,7.762231
1,4020,7.733618
1,4035,7.705097
