"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Atenolol|Plasma (Peripheral Venous Blood) [µmol/l]"
0,1992,1.364974
0,1998,1.348806
0,2004,1.332856
0,2010,1.317121
0,2016,1.301596
0,2022,1.286277
0,2028,1.271161
0,2034,1.256245
0,2040,1.241523
0,2046,1.226995
0,2052,1.212655
0,2058,1.198501
0,2064,1.18453
0,2070,1.170739
0,2076,1.157125
0,2082,1.143685
0,2088,1.130417
0,2094,1.117319
0,2100,1.104387
0,2106,1.091618
0,2112,1.079012
0,2118,1.066565
0,2124,1.054274
0,2130,1.042139
0,2136,1.030156
0,2142,1.018323
0,2148,1.006639
0,2154,0.9951004
0,2160,0.9837064
0,2166,0.9724545
0,2172,0.9613429
0,2178,0.9503697
0,2184,0.9395328
0,2190,0.9288306
0,2196,0.9182612
0,2202,0.9078228
0,2208,0.8975138
0,2214,0.8873323
0,2220,0.8772767
0,2226,0.8673454
0,2232,0.8575366
0,2238,0.8478488
0,2244,0.8382805
0,2250,0.82883
0,2256,0.8194959
0,2262,0.8102766
0,2268,0.8011705
0,2274,0.7921764
0,2280,0.7832927
0,2286,0.774518
0,2292,0.7658509
0,2298,0.7572901
0,2304,0.7488341
0,2310,0.7404816
0,2316,0.7322313
0,2322,0.7240819
0,2328,0.7160321
0,2334,0.7080807
0,2340,0.7002264
0,2346,0.6924679
0,2352,0.684804
0,2358,0.6772336
0,2364,0.6697555
0,2370,0.6623684
0,2376,0.6550712
0,2382,0.6478629
0,2388,0.6407422
0,2394,0.633708
0,2400,0.6267594
0,2406,0.6198951
0,2412,0.6131141
0,2418,0.6064155
0,2424,0.599798
0,2430,0.5932608
0,2436,0.5868027
0,2442,0.5804228
0,2448,0.5741202
0,2454,0.5678938
0,2460,0.5617427
0,2466,0.5556659
0,2472,0.5496625
0,2478,0.5437316
0,2484,0.5378723
0,2490,0.5320836
0,2496,0.5263647
0,2502,0.5207147
0,2508,0.5151327
0,2514,0.5096179
0,2520,0.5041695
0,2526,0.4987865
0,2532,0.4934682
0,2538,0.4882137
0,2544,0.4830224
0,2550,0.4778933
0,2556,0.4728257
0,2562,0.4678188
0,2568,0.4628718
0,2574,0.4579841
0,2580,0.4531548
0,2586,0.4483833
0,2592,0.4436687
0,2598,0.4390104
0,2604,0.4344077
0,2610,0.4298599
0,2616,0.4253663
0,2622,0.4209262
0,2628,0.4165389
0,2634,0.4122038
0,2640,0.4079203
0,2646,0.4036876
0,2652,0.3995052
0,2658,0.3953723
0,2664,0.3912885
0,2670,0.387253
0,2676,0.3832653
0,2682,0.3793248
0,2688,0.3754309
0,2694,0.3715829
0,2700,0.3677804
0,2706,0.3640227
0,2712,0.3603093
0,2718,0.3566396
0,2724,0.3530132
0,2730,0.3494293
0,2736,0.3458876
0,2742,0.3423875
0,2748,0.3389284
0,2754,0.3355099
0,2760,0.3321314
0,2766,0.3287925
0,2772,0.3254926
0,2778,0.3222312
0,2784,0.319008
0,2790,0.3158223
0,2796,0.3126738
0,2802,0.3095619
0,2808,0.3064863
0,2814,0.3034464
0,2820,0.3004418
0,2826,0.2974721
0,2832,0.2945368
0,2838,0.2916355
0,2844,0.2887678
0,2850,0.2859332
0,2856,0.2831314
0,2862,0.2803619
0,2868,0.2776243
0,2874,0.2749183
0,2880,0.2722434
0,2886,0.2696012
0,2892,0.2671144
0,2898,0.2659643
0,2904,0.2701182
0,2910,0.2865946
0,2916,0.3235531
0,2922,0.387711
0,2928,0.482563
0,2934,0.6079156
0,2940,0.7604529
0,2946,0.934808
0,2952,1.124671
0,2958,1.323675
0,2964,1.525973
0,2970,1.726533
0,2976,1.921234
0,2982,2.106832
0,2988,2.280857
0,2994,2.441498
0,3000,2.58748
0,3006,2.717972
0,3012,2.832499
0,3018,2.930893
0,3024,3.013246
0,3030,3.079883
0,3036,3.131339
0,3042,3.168341
0,3048,3.191787
0,3054,3.202725
0,3060,3.202319
0,3066,3.191817
0,3072,3.172514
0,3078,3.145714
0,3084,3.112692
0,3090,3.074659
0,3096,3.032736
0,3102,2.987934
0,3108,2.941144
0,3114,2.893131
0,3120,2.844536
0,3126,2.795882
0,3132,2.747585
0,3138,2.699965
0,3144,2.653265
0,3150,2.607652
0,3156,2.563241
0,3162,2.520095
0,3168,2.478247
0,3174,2.437699
0,3180,2.398432
0,3186,2.360415
0,3192,2.323603
0,3198,2.287946
0,3204,2.253389
0,3210,2.219877
0,3216,2.187354
0,3222,2.155765
0,3228,2.125057
0,3234,2.095179
0,3240,2.066083
0,3246,2.037724
0,3252,2.01006
0,3258,1.983053
0,3264,1.956665
0,3270,1.930863
0,3276,1.905617
0,3282,1.880898
0,3288,1.856679
0,3294,1.832938
0,3300,1.809651
0,3306,1.786798
0,3312,1.764361
0,3318,1.742322
0,3324,1.720665
0,3330,1.699377
0,3336,1.678443
0,3342,1.65785
0,3348,1.637588
0,3354,1.617645
0,3360,1.598011
0,3366,1.578678
0,3372,1.559636
0,3378,1.540877
0,3384,1.522394
0,3390,1.504179
0,3396,1.486226
0,3402,1.468528
0,3408,1.45108
0,3414,1.433875
0,3420,1.416909
0,3426,1.400176
0,3432,1.383672
0,3438,1.367391
0,3444,1.351329
0,3450,1.335482
0,3456,1.319847
0,3462,1.304418
0,3468,1.289193
0,3474,1.274168
0,3480,1.259339
0,3486,1.244703
0,3492,1.230256
0,3498,1.215997
0,3504,1.201921
0,3510,1.188025
0,3516,1.174307
0,3522,1.160764
0,3528,1.147394
0,3534,1.134193
0,3540,1.12116
0,3546,1.108291
0,3552,1.095584
0,3558,1.083038
0,3564,1.070649
0,3570,1.058415
0,3576,1.046334
0,3582,1.034405
0,3588,1.022624
0,3594,1.01099
0,3600,0.9995003
0,3606,0.9881539
0,3612,0.9769481
0,3618,0.9658814
0,3624,0.9549516
0,3630,0.9441571
0,3636,0.9334959
0,3642,0.9229664
0,3648,0.9125666
0,3654,0.902295
0,3660,0.8921499
0,3666,0.8821295
0,3672,0.8722323
0,3678,0.8624566
0,3684,0.8528008
0,3690,0.8432634
0,3696,0.8338429
0,3702,0.8245378
0,3708,0.8153465
0,3714,0.8062676
0,3720,0.7972996
0,3726,0.7884411
0,3732,0.7796908
0,3738,0.7710472
0,3744,0.7625089
0,3750,0.7540746
0,3756,0.7457431
0,3762,0.7375129
0,3768,0.7293829
0,3774,0.7213516
0,3780,0.7134179
0,3786,0.7055806
0,3792,0.6978384
0,3798,0.6901901
0,3804,0.6826345
0,3810,0.6751704
0,3816,0.6677967
0,3822,0.6605123
0,3828,0.653316
0,3834,0.6462067
0,3840,0.6391833
0,3846,0.6322448
0,3852,0.6253901
0,3858,0.618618
0,3864,0.6119276
0,3870,0.6053178
0,3876,0.5987877
0,3882,0.5923362
0,3888,0.5859624
0,3894,0.5796652
0,3900,0.5734437
0,3906,0.567297
0,3912,0.561224
0,3918,0.5552241
0,3924,0.549296
0,3930,0.543439
0,3936,0.5376522
0,3942,0.5319347
0,3948,0.5262856
0,3954,0.5207042
0,3960,0.5151893
0,3966,0.5097405
0,3972,0.5043567
0,3978,0.4990371
0,3984,0.493781
0,3990,0.4885876
0,3996,0.483456
0,4002,0.4783854
0,4008,0.4733753
0,4014,0.4684247
0,4020,0.463533
0,4026,0.4586993
0,4032,0.453923
0,4038,0.4492033
0,4044,0.4445396
0,4050,0.4399311
0,4056,0.4353772
0,4062,0.4308771
0,4068,0.4264303
0,4074,0.422036
0,4080,0.4176935
0,4086,0.4134023
0,4092,0.4091616
0,4098,0.4049709
0,4104,0.4008296
0,4110,0.3967369
0,4116,0.3926924
0,4122,0.3886954
0,4128,0.3847452
0,4134,0.3808414
0,4140,0.3769834
0,4146,0.3731705
0,4152,0.3694022
0,4158,0.365678
0,4164,0.3619973
0,4170,0.3583596
0,4176,0.3547643
0,4182,0.3512109
0,4188,0.3476988
0,4194,0.3442277
0,4200,0.3407969
0,4206,0.3374059
0,4212,0.3340543
0,4218,0.3307415
0,4224,0.3274671
0,4230,0.3242306
0,4236,0.3210316
0,4242,0.3178695
0,4248,0.3147439
0,4254,0.3116544
0,4260,0.3086004
0,4266,0.3055816
0,4272,0.3025976
0,4278,0.2996478
0,4284,0.2967319
0,4290,0.2938494
0,4296,0.2909999
0,4302,0.2881831
0,4308,0.2853985
0,4314,0.2826457
0,4320,0.2799242
0,4326,0.2772357
0,4332,0.274703
0,4338,0.2735072
0,4344,0.2776158
0,4350,0.2940469
0,4356,0.3309604
0,4362,0.3950723
0,4368,0.4898798
0,4374,0.6151892
0,4380,0.7676844
0,4386,0.9419977
0,4392,1.131819
0,4398,1.330782
0,4404,1.533039
0,4410,1.733557
0,4416,1.928218
0,4422,2.113775
0,4428,2.28776
0,4434,2.448361
0,4440,2.594304
0,4446,2.724756
0,4452,2.839245
0,4458,2.9376
0,4464,3.019915
0,4470,3.086513
0,4476,3.13793
0,4482,3.174895
0,4488,3.198304
0,4494,3.209205
0,4500,3.208763
0,4506,3.198224
0,4512,3.178885
0,4518,3.152048
0,4524,3.118988
0,4530,3.080916
0,4536,3.038953
0,4542,2.994112
0,4548,2.947282
0,4554,2.89923
0,4560,2.850597
0,4566,2.801906
0,4572,2.753573
0,4578,2.70592
0,4584,2.659185
0,4590,2.613538
0,4596,2.569091
0,4602,2.525912
0,4608,2.484029
0,4614,2.443447
0,4620,2.404146
0,4626,2.366093
0,4632,2.329247
0,4638,2.293554
0,4644,2.258963
0,4650,2.225417
0,4656,2.192859
0,4662,2.161236
0,4668,2.130494
0,4674,2.100583
0,4680,2.071453
0,4686,2.043061
0,4692,2.015365
0,4698,1.988325
0,4704,1.961904
0,4710,1.936071
0,4716,1.910792
0,4722,1.886042
0,4728,1.861792
0,4734,1.838019
0,4740,1.8147
0,4746,1.791817
0,4752,1.769349
0,4758,1.74728
0,4764,1.725593
0,4770,1.704274
0,4776,1.68331
0,4782,1.662688
0,4788,1.642396
0,4794,1.622423
0,4800,1.60276
0,4806,1.583398
0,4812,1.564327
0,4818,1.545539
0,4824,1.527028
0,4830,1.508785
0,4836,1.490803
0,4842,1.473078
0,4848,1.455601
0,4854,1.438369
0,4860,1.421375
0,4866,1.404615
0,4872,1.388083
0,4878,1.371775
0,4884,1.355686
0,4890,1.339813
0,4896,1.324151
0,4902,1.308696
0,4908,1.293445
0,4914,1.278393
0,4920,1.263538
0,4926,1.248876
0,4932,1.234404
0,4938,1.220119
0,4944,1.206018
0,4950,1.192097
0,4956,1.178354
0,4962,1.164786
0,4968,1.151391
0,4974,1.138166
0,4980,1.125108
0,4986,1.112215
0,4992,1.099484
0,4998,1.086913
0,5004,1.0745
0,5010,1.062243
0,5016,1.050139
0,5022,1.038185
0,5028,1.026381
0,5034,1.014724
0,5040,1.003212
0,5046,0.9918424
0,5052,0.9806139
0,5058,0.9695246
0,5064,0.9585723
0,5070,0.9477555
0,5076,0.937072
0,5082,0.9265203
0,5088,0.9160987
0,5094,0.9058053
0,5100,0.8956385
0,5106,0.8855965
0,5112,0.8756778
0,5118,0.8658808
0,5124,0.8562039
0,5130,0.8466455
0,5136,0.8372041
0,5142,0.8278782
0,5148,0.8186662
0,5154,0.8095667
0,5160,0.8005784
0,5166,0.7916996
0,5172,0.7829291
0,5178,0.7742654
0,5184,0.7657072
0,5190,0.7572532
0,5196,0.7489019
0,5202,0.7406522
0,5208,0.7325026
0,5214,0.7244521
0,5220,0.7164992
0,5226,0.7086427
0,5232,0.7008815
0,5238,0.6932143
0,5244,0.68564
0,5250,0.6781573
0,5256,0.670765
0,5262,0.6634622
0,5268,0.6562476
0,5274,0.6491202
0,5280,0.6420787
0,5286,0.6351222
0,5292,0.6282495
0,5298,0.6214597
0,5304,0.6147517
0,5310,0.6081244
0,5316,0.6015769
0,5322,0.595108
0,5328,0.588717
0,5334,0.5824026
0,5340,0.5761642
0,5346,0.5700005
0,5352,0.5639108
0,5358,0.5578941
0,5364,0.5519494
0,5370,0.5460759
0,5376,0.5402727
0,5382,0.5345389
0,5388,0.5288736
0,5394,0.523276
0,5400,0.5177452
0,5406,0.5122805
0,5412,0.5068808
0,5418,0.5015455
0,5424,0.4962738
0,5430,0.4910648
0,5436,0.4859178
0,5442,0.480832
0,5448,0.4758066
0,5454,0.4708408
0,5460,0.465934
0,5466,0.4610854
0,5472,0.4562942
0,5478,0.4515598
0,5484,0.4468814
0,5490,0.4422583
0,5496,0.4376898
0,5502,0.4331754
0,5508,0.4287142
0,5514,0.4243056
0,5520,0.419949
0,5526,0.4156437
0,5532,0.4113891
0,5538,0.4071845
0,5544,0.4030293
0,5550,0.3989229
0,5556,0.3948647
0,5562,0.3908541
0,5568,0.3868905
0,5574,0.3829733
0,5580,0.3791019
0,5586,0.3752758
0,5592,0.3714944
0,5598,0.3677571
0,5604,0.3640634
0,5610,0.3604128
0,5616,0.3568047
0,5622,0.3532385
0,5628,0.3497138
0,5634,0.34623
0,5640,0.3427867
0,5646,0.3393833
0,5652,0.3360193
0,5658,0.3326943
0,5664,0.3294077
0,5670,0.3261591
0,5676,0.3229479
0,5682,0.3197739
0,5688,0.3166364
0,5694,0.313535
0,5700,0.3104693
0,5706,0.3074388
0,5712,0.3044431
0,5718,0.3014818
0,5724,0.2985544
0,5730,0.2956605
0,5736,0.2927997
0,5742,0.2899716
0,5748,0.2871758
0,5754,0.2844118
0,5760,0.2816794
0,5766,0.2789799
0,5772,0.2764362
0,5778,0.2752295
0,5784,0.2793271
0,5790,0.2957477
0,5796,0.3326506
0,5802,0.3967532
0,5808,0.4915502
0,5814,0.6168482
0,5820,0.7693314
0,5826,0.9436325
0,5832,1.133442
0,5838,1.332393
0,5844,1.534638
0,5850,1.735146
0,5856,1.929795
0,5862,2.115341
0,5868,2.289315
0,5874,2.449905
0,5880,2.595837
0,5886,2.726277
0,5892,2.840754
0,5898,2.939098
0,5904,3.021401
0,5910,3.087989
0,5916,3.139395
0,5922,3.176348
0,5928,3.199747
0,5934,3.210637
0,5940,3.210183
0,5946,3.199633
0,5952,3.180284
0,5958,3.153438
0,5964,3.120369
0,5970,3.082288
0,5976,3.040317
0,5982,2.995468
0,5988,2.948631
0,5994,2.900572
0,6000,2.851931
0,6006,2.803233
0,6012,2.754894
0,6018,2.707233
0,6024,2.660492
0,6030,2.614838
0,6036,2.570384
0,6042,2.527197
0,6048,2.485307
0,6054,2.444716
0,6060,2.405408
0,6066,2.367348
0,6072,2.330493
0,6078,2.294793
0,6084,2.260194
0,6090,2.22664
0,6096,2.194075
0,6102,2.162444
0,6108,2.131694
0,6114,2.101775
0,6120,2.072638
0,6126,2.044239
0,6132,2.016535
0,6138,1.989488
0,6144,1.96306
0,6150,1.937219
0,6156,1.911934
0,6162,1.887176
0,6168,1.862919
0,6174,1.839139
0,6180,1.815814
0,6186,1.792924
0,6192,1.770449
0,6198,1.748373
0,6204,1.726679
0,6210,1.705354
0,6216,1.684383
0,6222,1.663754
0,6228,1.643456
0,6234,1.623477
0,6240,1.603807
0,6246,1.584439
0,6252,1.565361
0,6258,1.546567
0,6264,1.528049
0,6270,1.5098
0,6276,1.491812
0,6282,1.47408
0,6288,1.456598
0,6294,1.439359
0,6300,1.42236
0,6306,1.405593
0,6312,1.389055
0,6318,1.372741
0,6324,1.356647
0,6330,1.340767
0,6336,1.325099
0,6342,1.309639
0,6348,1.294381
0,6354,1.279324
0,6360,1.264463
0,6366,1.249796
0,6372,1.235318
0,6378,1.221027
0,6384,1.20692
0,6390,1.192994
0,6396,1.179245
0,6402,1.165672
0,6408,1.152272
0,6414,1.139041
0,6420,1.125977
0,6426,1.113079
0,6432,1.100343
0,6438,1.087767
0,6444,1.075348
0,6450,1.063086
0,6456,1.050976
0,6462,1.039018
0,6468,1.027209
0,6474,1.015546
0,6480,1.004029
0,6486,0.9926544
0,6492,0.9814209
0,6498,0.9703265
0,6504,0.9593694
0,6510,0.9485475
0,6516,0.9378592
0,6522,0.9273027
0,6528,0.9168761
0,6534,0.9065779
0,6540,0.8964063
0,6546,0.8863596
0,6552,0.8764362
0,6558,0.8666345
0,6564,0.856953
0,6570,0.8473899
0,6576,0.8379439
0,6582,0.8286133
0,6588,0.8193969
0,6594,0.8102928
0,6600,0.8013
0,6606,0.7924168
0,6612,0.7836418
0,6618,0.7749737
0,6624,0.7664111
0,6630,0.7579527
0,6636,0.7495971
0,6642,0.7413431
0,6648,0.7331893
0,6654,0.7251345
0,6660,0.7171774
0,6666,0.7093167
0,6672,0.7015513
0,6678,0.69388
0,6684,0.6863015
0,6690,0.6788147
0,6696,0.6714184
0,6702,0.6641116
0,6708,0.656893
0,6714,0.6497615
0,6720,0.6427161
0,6726,0.6357556
0,6732,0.6288791
0,6738,0.6220853
0,6744,0.6153734
0,6750,0.6087423
0,6756,0.6021909
0,6762,0.5957183
0,6768,0.5893235
0,6774,0.5830054
0,6780,0.5767632
0,6786,0.5705959
0,6792,0.5645024
0,6798,0.5584821
0,6804,0.5525337
0,6810,0.5466567
0,6816,0.5408499
0,6822,0.5351125
0,6828,0.5294437
0,6834,0.5238425
0,6840,0.5183083
0,6846,0.51284
0,6852,0.5074369
0,6858,0.5020982
0,6864,0.4968231
0,6870,0.4916107
0,6876,0.4864603
0,6882,0.4813711
0,6888,0.4763424
0,6894,0.4713733
0,6900,0.4664632
0,6906,0.4616114
0,6912,0.4568169
0,6918,0.4520793
0,6924,0.4473977
0,6930,0.4427714
0,6936,0.4381998
0,6942,0.4336822
0,6948,0.4292179
0,6954,0.4248062
0,6960,0.4204465
0,6966,0.4161381
0,6972,0.4118805
0,6978,0.4076729
0,6984,0.4035147
0,6990,0.3994053
0,6996,0.3953442
0,7002,0.3913306
0,7008,0.3873641
0,7014,0.383444
0,7020,0.3795697
0,7026,0.3757407
0,7032,0.3719565
0,7038,0.3682164
0,7044,0.3645199
0,7050,0.3608664
0,7056,0.3572555
0,7062,0.3536866
0,7068,0.3501591
0,7074,0.3466726
0,7080,0.3432266
0,7086,0.3398204
0,7092,0.3364538
0,7098,0.3331261
0,7104,0.3298368
0,7110,0.3265856
0,7116,0.3233719
0,7122,0.3201952
0,7128,0.3170551
0,7134,0.3139512
0,7140,0.3108829
0,7146,0.3078499
0,7152,0.3048517
0,7158,0.3018879
0,7164,0.298958
0,7170,0.2960617
0,7176,0.2931984
0,7182,0.2903679
0,7188,0.2875696
0,7194,0.2848033
0,7200,0.2820685
0,7206,0.2793666
0,7212,0.2768206
0,7218,0.2756116
0,7224,0.279707
0,7230,0.2961251
0,7236,0.3330257
0,7242,0.3971247
0,7248,0.4919195
0,7254,0.6172162
0,7260,0.7696989
0,7266,0.9439998
0,7272,1.133809
0,7278,1.33276
0,7284,1.535004
0,7290,1.735511
0,7296,1.930159
0,7302,2.115705
0,7308,2.289678
0,7314,2.450267
0,7320,2.596198
0,7326,2.726639
0,7332,2.841115
0,7338,2.939459
0,7344,3.021762
0,7350,3.088349
0,7356,3.139755
0,7362,3.176707
0,7368,3.200104
0,7374,3.210993
0,7380,3.210538
0,7386,3.199989
0,7392,3.18064
0,7398,3.153794
0,7404,3.120723
0,7410,3.082641
0,7416,3.040669
0,7422,2.995817
0,7428,2.948977
0,7434,2.900914
0,7440,2.85227
0,7446,2.803569
0,7452,2.755225
0,7458,2.707561
0,7464,2.660815
0,7470,2.615158
0,7476,2.570701
0,7482,2.527511
0,7488,2.485618
0,7494,2.445025
0,7500,2.405715
0,7506,2.367653
0,7512,2.330796
0,7518,2.295095
0,7524,2.260494
0,7530,2.226938
0,7536,2.194372
0,7542,2.16274
0,7548,2.131988
0,7554,2.102067
0,7560,2.072929
0,7566,2.044528
0,7572,2.016823
0,7578,1.989773
0,7584,1.963344
0,7590,1.937502
0,7596,1.912215
0,7602,1.887455
0,7608,1.863196
0,7614,1.839414
0,7620,1.816088
0,7626,1.793195
0,7632,1.770719
0,7638,1.748641
0,7644,1.726946
0,7650,1.705619
0,7656,1.684646
0,7662,1.664016
0,7668,1.643716
0,7674,1.623735
0,7680,1.604064
0,7686,1.584693
0,7692,1.565614
0,7698,1.546819
0,7704,1.528299
0,7710,1.510048
0,7716,1.492059
0,7722,1.474326
0,7728,1.456842
0,7734,1.439602
0,7740,1.4226
0,7746,1.405832
0,7752,1.389293
0,7758,1.372977
0,7764,1.356881
0,7770,1.341001
0,7776,1.325331
0,7782,1.309869
0,7788,1.29461
0,7794,1.279552
0,7800,1.26469
0,7806,1.250021
0,7812,1.235542
0,7818,1.221249
0,7824,1.207141
0,7830,1.193213
0,7836,1.179463
0,7842,1.165889
0,7848,1.152487
0,7854,1.139255
0,7860,1.12619
0,7866,1.11329
0,7872,1.100553
0,7878,1.087976
0,7884,1.075556
0,7890,1.063292
0,7896,1.051181
0,7902,1.039222
0,7908,1.027411
0,7914,1.015748
0,7920,1.004229
0,7926,0.9928533
0,7932,0.9816186
0,7938,0.9705231
0,7944,0.9595646
0,7950,0.9487416
0,7956,0.9380522
0,7962,0.9274945
0,7968,0.9170668
0,7974,0.9067674
0,7980,0.8965946
0,7986,0.8865469
0,7992,0.8766223
0,7998,0.8668195
0,8004,0.8571368
0,8010,0.8475727
0,8016,0.8381255
0,8022,0.8287939
0,8028,0.8195763
0,8034,0.8104713
