"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Acebutolol|Plasma (Peripheral Venous Blood) [µmol/l]"
1,765,0.104859
1,780,0.100516
1,795,0.09638028
1,810,0.09244151
1,825,0.08869002
1,840,0.08511657
1,855,0.08171237
1,870,0.07846906
1,885,0.07537872
1,900,0.07243376
1,915,0.06962704
1,930,0.0669517
1,945,0.06440125
1,960,0.06196954
1,975,0.05965067
1,990,0.05743908
1,1005,0.05532945
1,1020,0.05331675
1,1035,0.05139618
1,1050,0.04956318
1,1065,0.04781342
1,1080,0.04614278
1,1095,0.04454735
1,1110,0.0430234
1,1125,0.04156742
1,1140,0.04017603
1,1155,0.03884605
1,1170,0.03757445
1,1185,0.03635834
1,1200,0.03519499
1,1215,0.03408179
1,1230,0.03301629
1,1245,0.03199613
1,1260,0.03101908
1,1275,0.03008304
1,1290,0.02918598
1,1305,0.028326
1,1320,0.0275013
1,1335,0.02671014
1,1350,0.02595089
1,1365,0.025222
1,1380,0.02452201
1,1395,0.0238495
1,1410,0.02320316
1,1425,0.02258171
1,1440,0.02198397
1,1455,0.0214088
1,1470,0.02085512
1,1485,0.02032191
1,1500,0.0198082
1,1515,0.01931305
1,1530,0.01883561
1,1545,0.01837504
1,1560,0.01793055
1,1575,0.01750139
1,1590,0.01708685
1,1605,0.01668627
1,1620,0.016299
1,1635,0.01592443
1,1650,0.01556199
1,1665,0.01521113
1,1680,0.01487134
1,1695,0.01454212
1,1710,0.01422301
1,1725,0.01391356
1,1740,0.01361335
1,1755,0.01332199
1,1770,0.01303909
1,1785,0.0127643
1,1800,0.01249728
1,1815,0.01223769
1,1830,0.01198524
1,1845,0.01173963
1,1860,0.01150059
1,1875,0.01126784
1,1890,0.01104115
1,1905,0.01082028
1,1920,0.01060499
2,0,0
2,3,2.4712E-06
2,6,9.132245E-05
2,9,0.0005935586
2,12,0.002095827
2,15,0.005416693
2,18,0.01155949
2,21,0.02161547
2,24,0.03659877
2,27,0.05723868
2,30,0.08379078
2,33,0.1159393
2,36,0.1528305
2,39,0.1932309
2,42,0.23575
2,45,0.2790501
2,48,0.3219925
2,51,0.3636974
2,54,0.4035333
2,57,0.441074
2,60,0.476064
2,63,0.5083764
2,66,0.5379536
2,69,0.5648014
2,72,0.5889814
2,75,0.6105667
2,78,0.6296594
2,81,0.646394
2,84,0.660897
2,87,0.6733081
2,90,0.6837901
2,93,0.6924897
2,96,0.6995566
2,99,0.7051498
2,102,0.7094136
2,105,0.7124908
2,108,0.71452
2,111,0.7156286
2,114,0.7159384
2,117,0.7155614
2,120,0.714601
2,135,0.7040465
2,150,0.6895168
2,165,0.6753365
2,180,0.6628538
2,195,0.6514862
2,210,0.6389356
2,225,0.6194899
2,240,0.5762749
2,255,0.4901106
2,270,0.4234601
2,285,0.387404
2,300,0.3611534
2,315,0.3386312
2,330,0.3183561
2,345,0.2997915
2,360,0.2826498
2,375,0.2667401
2,390,0.2519222
2,405,0.2380869
2,420,0.2251455
2,435,0.2130238
2,450,0.2016583
2,465,0.1909933
2,480,0.1809795
2,495,0.1715724
2,510,0.1627319
2,525,0.1544212
2,540,0.1466063
2,555,0.1392559
2,570,0.1323412
2,585,0.1258351
2,600,0.1197124
2,615,0.1139497
2,630,0.1085251
2,645,0.1034179
2,660,0.09860895
2,675,0.09408011
2,690,0.08981445
2,705,0.08579604
2,720,0.08200994
2,735,0.07844211
2,750,0.07507934
2,765,0.07190924
2,780,0.06892016
2,795,0.06610113
2,810,0.06344186
2,825,0.06093267
2,840,0.05856447
2,855,0.05632869
2,870,0.05421731
2,885,0.05222276
2,900,0.05033795
2,915,0.04855619
2,930,0.04687122
2,945,0.04527714
2,960,0.04376841
2,975,0.04233983
2,990,0.0409865
2,1005,0.03970384
2,1020,0.03848753
2,1035,0.03733352
2,1050,0.036238
2,1065,0.03519739
2,1080,0.03420835
2,1095,0.03326773
2,1110,0.03237256
2,1125,0.03152006
2,1140,0.03070765
2,1155,0.02993287
2,1170,0.02919343
2,1185,0.02848718
2,1200,0.02781209
2,1215,0.02716629
2,1230,0.02654798
2,1245,0.02595552
2,1260,0.02538734
2,1275,0.02484197
2,1290,0.02431806
2,1305,0.0238143
2,1320,0.02332951
2,1335,0.02286256
2,1350,0.02241238
2,1365,0.021978
2,1380,0.02155848
2,1395,0.02115297
2,1410,0.02076065
2,1425,0.02038076
2,1440,0.0200126
2,1455,0.0196555
2,1470,0.01930884
2,1485,0.01897204
2,1500,0.01864456
2,1515,0.01832589
2,1530,0.01801555
2,1545,0.01771312
2,1560,0.01741816
2,1575,0.01713031
2,1590,0.01684918
2,1605,0.01657446
2,1620,0.01630582
2,1635,0.01604297
2,1650,0.01578565
2,1665,0.01553358
2,1680,0.01528653
2,1695,0.01504429
2,1710,0.01480664
2,1725,0.0145734
2,1740,0.01434437
2,1755,0.0141194
2,1770,0.01389833
2,1785,0.013681
2,1800,0.01346729
2,1815,0.01325706
2,1830,0.0130502
2,1845,0.0128466
2,1860,0.01264615
2,1875,0.01244876
2,1890,0.01225434
2,1905,0.01206281
2,1920,0.01187408
3,0,0
3,3,9.634783E-06
3,6,0.0003263014
3,9,0.002040017
3,12,0.006958941
3,15,0.01725584
3,18,0.03503343
3,21,0.06194871
3,24,0.09893928
3,27,0.1460561
3,30,0.2024203
3,33,0.2663262
3,36,0.3354747
3,39,0.4072977
3,42,0.4792771
3,45,0.5491883
3,48,0.6152424
3,51,0.6761284
3,54,0.7309843
3,57,0.779335
3,60,0.8210168
3,63,0.8561053
3,66,0.8848519
3,69,0.9076321
3,72,0.9249029
3,75,0.9371727
3,78,0.9449735
3,81,0.9488351
3,84,0.9492734
3,87,0.9467882
3,90,0.9418487
3,93,0.9348793
3,96,0.9262695
3,99,0.9163768
3,102,0.9055147
3,105,0.8939512
3,108,0.8819253
3,111,0.8696455
3,114,0.8572827
3,117,0.8449757
3,120,0.8328435
3,135,0.7774718
3,150,0.7337229
3,165,0.7010974
3,180,0.6767249
3,195,0.6571632
3,210,0.6386746
3,225,0.6160827
3,240,0.579693
3,255,0.5213858
3,270,0.46847
3,285,0.4354447
3,300,0.4111488
3,315,0.3901455
3,330,0.3709701
3,345,0.3531499
3,360,0.3364599
3,375,0.3207595
3,390,0.3059479
3,405,0.2919476
3,420,0.2786959
3,435,0.26614
3,450,0.2542345
3,465,0.2429391
3,480,0.2322178
3,495,0.2220378
3,510,0.2123687
3,525,0.2031827
3,540,0.1944539
